year,school.name,ope6_id,aid.ftft_pell_grant_rate,aid.ftft_federal_loan_rate,aid.pell_grant_rate,aid.federal_loan_rate,aid.loan_principal,aid.median_debt.pell_grant,aid.median_debt.no_pell_grant,aid.median_debt.first_generation_students,aid.median_debt.non_first_generation_students,student.demographics.race_ethnicity.white,student.demographics.race_ethnicity.black,student.demographics.race_ethnicity.hispanic,student.demographics.race_ethnicity.asian,student.demographics.race_ethnicity.aian,student.demographics.race_ethnicity.nhpi,student.demographics.race_ethnicity.two_or_more,student.demographics.race_ethnicity.non_resident_alien,student.demographics.race_ethnicity.unknown,student.demographics.men,student.demographics.women,student.demographics.student_faculty_ratio,student.demographics.faculty.race_ethnicity.two_or_more,student.demographics.faculty.race_ethnicity.aian,student.demographics.faculty.race_ethnicity.asian,student.demographics.faculty.race_ethnicity.black,student.demographics.faculty.race_ethnicity.hispanic,student.demographics.faculty.race_ethnicity.nhpi,student.demographics.faculty.race_ethnicity.non_resident_alien,student.demographics.faculty.race_ethnicity.unknown,student.demographics.faculty.race_ethnicity.white,student.demographics.faculty.men,student.demographics.faculty.women,student.enrollment.undergrad_12_month,cost.avg_net_price.public,cost.net_price.public.by_income_level.0-30000,cost.net_price.public.by_income_level.30001-48000,cost.net_price.public.by_income_level.48001-75000,cost.net_price.public.by_income_level.75001-110000,cost.net_price.public.by_income_level.110001-plus,cost.title_iv.public.by_income_level.0-30000,cost.title_iv.public.by_income_level.30001-48000,cost.title_iv.public.by_income_level.48001-75000,cost.title_iv.public.by_income_level.75001-110000,cost.title_iv.public.by_income_level.110001-plus,cost.attendance.academic_year,cost.tuition.in_state,cost.tuition.out_of_state,cost.booksupply,cost.roomboard.oncampus,cost.otherexpense.oncampus,cost.roomboard.offcampus,cost.otherexpense.offcampus,cost.otherexpense.withfamily,admissions.admission_rate.overall,aid.median_debt.income.0_30000,aid.median_debt.income.30001_75000,aid.median_debt.income.greater_than_75000
2015,University of California-Santa Barbara,001320,0.3831,0.4144,0.3806,0.4025,14586.0,15000.0,13000.0,15000.0,14366.0,0.3454,0.0219,0.257,0.192,0.0013,0.0013,0.084,0.0706,0.0266,0.4718,0.5282,17.0,0.003,0.0074,0.0887,0.017,0.0547,0.0,0.187,0.0296,0.6127,0.3444,0.6556,21515.0,14748.0,9558.0,10879.0,14448.0,21500.0,30717.0,931.0,545.0,409.0,256.0,334.0,34493.0,13968.0,38676.0,1403.0,14594.0,5238.0,9461.0,5679.0,11163.0,0.3264,14666.0,15000.0,13812.0
2015,University of California-Santa Cruz,001321,0.4048,0.5156,0.4534,0.5256,16858.0,17780.0,14700.0,17360.0,16250.0,0.3301,0.0195,0.3116,0.2106,0.001,0.0023,0.0732,0.0355,0.0161,0.4748,0.5252,18.0,0.0049,0.0123,0.1221,0.0173,0.09,0.0,0.106,0.0259,0.6215,0.4069,0.5931,17209.0,17205.0,11523.0,12618.0,16164.0,24125.0,31789.0,830.0,456.0,415.0,277.0,365.0,34125.0,13461.0,38169.0,1448.0,14952.0,4903.0,9890.0,5680.0,11025.0,0.5029,17200.0,17700.0,15000.0
2015,University of California-Merced,041271,0.6195,0.5465,0.611,0.5493,15466.5,15301.0,15500.0,14747.0,15794.0,0.1275,0.0481,0.4847,0.2309,0.0022,0.0074,0.0385,0.0529,0.0079,0.4865,0.5135,18.0,0.0106,0.0106,0.1504,0.0211,0.1055,0.0,0.1425,0.0158,0.5435,0.4116,0.5884,6175.0,12999.0,9568.0,10467.0,13500.0,19184.0,28005.0,495.0,266.0,245.0,121.0,100.0,32361.0,13208.0,37916.0,1429.0,15646.0,4491.0,6943.0,5376.0,10488.0,0.6069,15000.0,14000.0,18201.5
2016,University of California-Berkeley,001312,0.2299,0.2408,0.3031,0.26,12643.0,13150.0,11172.5,12040.0,12996.0,0.2632,0.0196,0.1464,0.3542,0.0022,0.0016,0.0427,0.129,0.041,0.4833,0.5167,18.0,0.0122,0.001,0.124,0.0232,0.0516,0.0013,0.214,0.086,0.4866,0.3586,0.6414,29591.0,14468.0,8677.0,9522.0,13920.0,20858.0,29197.0,592.0,332.0,301.0,183.0,276.0,34924.0,13509.0,40191.0,1262.0,16389.0,5209.0,10540.0,5162.0,11227.0,0.1693,11105.5,13000.0,14000.0
2016,University of California-Davis,001313,0.3388,0.3835,0.3983,0.3683,12334.0,12778.0,11000.0,12167.0,12457.0,0.267,0.0227,0.202,0.3018,0.0018,0.0049,0.0518,0.1334,0.0145,0.4071,0.5929,20.0,0.0063,0.003,0.1691,0.0155,0.0583,0.0008,0.1623,0.0278,0.5569,0.4216,0.5784,30215.0,15309.0,10048.0,10813.0,14186.0,20416.0,29890.0,872.0,529.0,429.0,325.0,397.0,33904.0,14046.0,40728.0,1601.0,14838.0,4482.0,8606.0,5665.0,10907.0,0.4228,11056.0,12795.0,13000.0
2016,University of California-Irvine,001314,0.4085,0.402,0.4469,0.3999,15000.0,15000.0,15000.0,14903.0,15000.0,0.1433,0.0191,0.2633,0.3601,0.0004,0.0036,0.0368,0.1625,0.011,0.4695,0.5305,18.0,0.0077,0.0033,0.212,0.0224,0.0533,0.0016,0.1453,0.0195,0.5348,0.3871,0.6129,26991.0,13712.0,9280.0,10338.0,13820.0,21596.0,28096.0,1159.0,649.0,578.0,323.0,328.0,31198.0,13360.0,40042.0,1766.0,13429.0,4375.0,9814.0,5383.0,10290.0,0.4065,14389.5,15000.0,15000.0
2016,University of California-Los Angeles,001315,0.2975,0.3232,0.3457,0.3429,14544.0,15166.0,12864.0,14000.0,14700.0,0.2705,0.032,0.2172,0.2866,0.0019,0.0026,0.0505,0.1181,0.0206,0.4334,0.5666,17.0,0.0029,0.0026,0.2149,0.0257,0.053,0.0013,0.1502,0.0319,0.5175,0.3715,0.6285,31906.0,13572.0,7900.0,9093.0,12416.0,19939.0,28741.0,842.0,415.0,390.0,255.0,360.0,33078.0,12920.0,39602.0,1636.0,15069.0,4431.0,10667.0,5140.0,10765.0,0.1799,12393.0,15854.0,15000.0
2016,University of California-Riverside,001316,0.5279,0.5185,0.5605,0.5163,16530.0,16666.0,16076.5,15791.5,17361.0,0.124,0.0414,0.396,0.3461,0.0014,0.0045,0.0404,0.0361,0.0101,0.4679,0.5321,22.0,0.0039,0.0062,0.1933,0.0295,0.0644,0.0008,0.1685,0.0287,0.5047,0.368,0.632,19765.0,12645.0,8854.0,9639.0,11685.0,18190.0,26882.0,1023.0,639.0,538.0,325.0,317.0,31494.0,13581.0,40263.0,1716.0,14607.0,4487.0,9008.0,5317.0,10244.0,0.6634,16975.0,15522.5,17500.0
2016,University of California-San Diego,001317,0.2597,0.3214,0.3534,0.3534,16400.0,17000.0,15000.0,16418.5,16367.0,0.1991,0.0144,0.1668,0.3607,0.001,0.0029,0.0461,0.192,0.017,0.5197,0.4803,19.0,0.0014,0.0025,0.1561,0.0141,0.0547,0.0006,0.232,0.013,0.5257,0.35,0.65,27918.0,14775.0,8585.0,9541.0,13367.0,20277.0,27866.0,646.0,394.0,400.0,302.0,379.0,31043.0,13645.0,40327.0,1541.0,12545.0,4508.0,10131.0,5621.0,10626.0,0.3566,16367.0,17212.0,15100.0
2016,University of California-San Francisco,001319,,,,,6500.0,,,6500.0,6500.0,,,,,,,,,,,,,0.0084,0.0024,0.2267,0.0217,0.0424,0.0011,0.1876,0.0253,0.4844,0.4827,0.5173,,,,,,,,,,,,,,,,,,,,,,,6500.0,,
2016,University of California-Santa Barbara,001320,0.3884,0.3981,0.3853,0.3881,15000.0,15059.0,14391.0,15000.0,15000.0,0.3344,0.021,0.2623,0.1841,0.0011,0.0012,0.0847,0.0839,0.0274,0.4663,0.5337,18.0,0.0029,0.0065,0.0893,0.0174,0.0523,0.0,0.1866,0.0399,0.6049,0.3558,0.6442,21897.0,14900.0,9954.0,11076.0,14176.0,21037.0,31768.0,893.0,470.0,423.0,224.0,305.0,34998.0,14073.0,40755.0,1431.0,14015.0,5653.0,9855.0,6105.0,11765.0,0.3577,14700.0,15000.0,15000.0
2016,University of California-Santa Cruz,001321,0.3601,0.4685,0.4411,0.5065,17200.0,18366.0,14000.0,17733.0,16767.0,0.3204,0.0199,0.2987,0.2172,0.0011,0.0017,0.0785,0.0449,0.0175,0.4912,0.5088,18.0,0.0048,0.0133,0.1306,0.0181,0.081,0.0,0.1221,0.0302,0.5998,0.4135,0.5865,17380.0,16989.0,10290.0,11319.0,15083.0,23467.0,32215.0,591.0,372.0,377.0,239.0,344.0,34608.0,13539.0,40221.0,1470.0,15217.0,5182.0,10296.0,5972.0,11490.0,0.5785,18200.0,17500.0,15000.0
2016,University of California-Merced,041271,0.6403,0.5163,0.6107,0.5171,14000.0,13716.0,15000.0,12950.0,15339.0,0.1124,0.0462,0.5124,0.2125,0.0018,0.0073,0.0348,0.0663,0.0063,0.4901,0.5099,20.0,0.0131,0.0079,0.144,0.0157,0.123,0.0,0.1257,0.0157,0.555,0.4084,0.5916,6551.0,13031.0,9810.0,11244.0,13571.0,19866.0,28959.0,605.0,305.0,272.0,115.0,98.0,32984.0,13262.0,39944.0,1444.0,16100.0,4705.0,7205.0,5604.0,10886.0,0.7417,13500.0,13348.0,16875.0
2017,University of California-Berkeley,001312,0.1941,0.2041,0.2774,0.2372,12612.0,12402.0,13000.0,12300.0,13000.0,0.2573,0.0175,0.1547,0.3452,0.0014,0.0011,0.0578,0.1227,0.0422,0.4778,0.5222,18.0,0.0129,0.0016,0.1258,0.0241,0.0521,0.001,0.2178,0.0882,0.4765,0.361,0.639,31133.0,15430.0,8579.0,9869.0,13669.0,20214.0,31181.0,598.0,295.0,312.0,198.0,339.0,35767.0,14170.0,42184.0,891.0,17549.0,4379.0,13605.0,4581.0,11738.0,0.1711,12037.0,12446.0,13034.0
2017,University of California-Davis,001313,0.3332,0.3712,0.3852,0.3601,11468.0,11000.0,12232.0,11000.0,12167.0,0.2516,0.0221,0.2143,0.2839,0.0018,0.0043,0.0515,0.1568,0.0137,0.4067,0.5933,20.0,0.0054,0.0028,0.1635,0.0155,0.0589,0.0008,0.1624,0.0318,0.5589,0.4199,0.5801,31437.0,15769.0,10347.0,11203.0,14453.0,19461.0,29447.0,905.0,524.0,496.0,361.0,484.0,34428.0,14419.0,42433.0,1253.0,16136.0,3921.0,9792.0,4383.0,11385.0,0.4336,10888.0,11431.0,12500.0
2017,University of California-Irvine,001314,0.3777,0.3468,0.4234,0.364,14500.0,14254.0,15000.0,14000.0,15000.0,0.1396,0.0192,0.2643,0.3568,0.0005,0.003,0.0382,0.1675,0.0109,0.4734,0.5266,18.0,0.0066,0.0035,0.2136,0.0236,0.0539,0.0012,0.1411,0.0205,0.536,0.4019,0.5981,28947.0,13376.0,8546.0,10065.0,13182.0,20723.0,28567.0,1229.0,713.0,594.0,322.0,398.0,31976.0,13738.0,41752.0,1357.0,14861.0,3902.0,11897.0,4904.0,10904.0,0.3651,13600.0,14400.0,15000.0
2017,University of California-Los Angeles,001315,0.2992,0.3184,0.3378,0.3332,14385.0,14000.0,15000.0,13883.0,15000.0,0.2671,0.0342,0.2221,0.281,0.0018,0.0028,0.052,0.1173,0.0217,0.4263,0.5737,18.0,0.0044,0.0026,0.2166,0.0265,0.0539,0.0014,0.1473,0.0343,0.5131,0.3885,0.6115,33148.0,14309.0,8233.0,9559.0,12593.0,20215.0,29293.0,943.0,518.0,479.0,303.0,482.0,33751.0,13261.0,41275.0,1171.0,15441.0,4028.0,13207.0,4655.0,11303.0,0.161,13184.0,14833.0,15000.0
2017,University of California-Riverside,001316,0.5659,0.5109,0.5578,0.5032,15659.0,16000.0,15000.0,15392.0,17127.0,0.1195,0.0408,0.4045,0.3422,0.0016,0.0041,0.04,0.0367,0.0106,0.4624,0.5376,22.0,0.0058,0.0073,0.1879,0.0277,0.0685,0.0007,0.1712,0.0277,0.5033,0.3693,0.6307,21017.0,12344.0,8157.0,9196.0,11921.0,19131.0,28100.0,1483.0,842.0,778.0,402.0,410.0,32308.0,13917.0,41931.0,1316.0,15542.0,3888.0,10175.0,4625.0,10883.0,0.565,15750.0,15166.0,16803.0
2017,University of California-San Diego,001317,0.3074,0.3591,0.3427,0.3615,15000.0,16000.0,14500.0,15451.0,15000.0,0.1939,0.0154,0.1848,0.3461,0.0009,0.0026,0.0468,0.1941,0.0156,0.5091,0.4909,19.0,0.0018,0.0026,0.1581,0.0157,0.0574,0.0008,0.2246,0.0175,0.5215,0.3719,0.6281,29613.0,14628.0,8692.0,10152.0,13960.0,21190.0,28282.0,854.0,506.0,468.0,358.0,388.0,31794.0,14018.0,42032.0,1198.0,13115.0,3832.0,12652.0,4521.0,11063.0,0.3399,14829.0,16267.0,15000.0
2017,University of California-San Francisco,001319,,,,,,,,,,,,,,,,,,,,,,0.0084,0.0025,0.2355,0.0209,0.0483,0.001,0.1851,0.027,0.4713,0.5003,0.4997,,,,,,,,,,,,,,,,,,,,,,,,,
2017,University of California-Santa Barbara,001320,0.3334,0.3557,0.3653,0.3631,13010.0,13000.0,13331.0,13334.0,13000.0,0.3195,0.0226,0.2656,0.1816,0.0014,0.0011,0.0831,0.0985,0.0266,0.4585,0.5415,18.0,0.0049,0.007,0.0864,0.0153,0.0571,0.0,0.195,0.0564,0.578,0.3767,0.6233,22910.0,15801.0,10194.0,11822.0,14827.0,22094.0,30760.0,856.0,504.0,368.0,278.0,362.0,34990.0,14451.0,42465.0,1143.0,15169.0,5348.0,11825.0,5706.0,12450.0,0.3281,12659.0,13380.0,14164.0
2017,University of California-Santa Cruz,001321,0.3233,0.4336,0.3935,0.464,16200.0,17500.0,13500.0,16957.0,15000.0,0.3143,0.019,0.2839,0.2215,0.001,0.0019,0.0798,0.062,0.0166,0.4996,0.5004,19.0,0.0044,0.0121,0.1291,0.0188,0.0717,0.0011,0.128,0.0353,0.5993,0.4205,0.5795,17925.0,17884.0,10567.0,11966.0,15212.0,23701.0,32450.0,642.0,408.0,411.0,277.0,453.0,35315.0,14020.0,42034.0,1152.0,16055.0,4813.0,12199.0,5187.0,12008.0,0.5094,17348.0,16995.0,14747.0
2017,University of California-Merced,041271,0.6636,0.5341,0.6125,0.501,12750.0,12500.0,14000.0,12500.0,15000.0,0.1024,0.0461,0.5325,0.1982,0.0016,0.0068,0.0325,0.074,0.0058,0.4903,0.5097,20.0,0.0165,0.0071,0.1418,0.0142,0.1489,0.0,0.1324,0.0165,0.5225,0.4279,0.5721,7171.0,13226.0,10447.0,11456.0,14037.0,19921.0,28568.0,696.0,372.0,327.0,139.0,91.0,34331.0,13598.0,41612.0,1109.0,16790.0,4179.0,7987.0,4687.0,11303.0,0.6979,12000.0,12500.0,15000.0
2018,University of California-Berkeley,001312,0.195,0.2032,0.2676,0.218,12387.0,12024.0,13000.0,12000.0,13000.0,0.2487,0.0184,0.1524,0.351,0.0009,0.0012,0.0576,0.1297,0.04,0.4739,0.5261,20.0,0.0113,0.0013,0.1204,0.023,0.0521,0.001,0.2237,0.1084,0.4587,0.3642,0.6358,32309.0,14846.0,8043.0,9740.0,13750.0,20774.0,31177.0,652.0,314.0,276.0,180.0,323.0,36739.0,14184.0,43176.0,849.0,18222.0,4811.0,14246.0,5017.0,12441.0,0.1484,11906.0,12000.0,13000.0
2018,University of California-Davis,001313,0.325,0.3222,0.3822,0.3359,11334.0,11000.0,12256.0,11000.0,12235.0,0.2376,0.022,0.2239,0.2731,0.0018,0.004,0.0528,0.1712,0.0136,0.3963,0.6037,20.0,0.0065,0.0028,0.1643,0.016,0.0551,0.0008,0.1649,0.0355,0.5541,0.4229,0.5771,32197.0,14729.0,9629.0,10533.0,13895.0,17655.0,30156.0,898.0,500.0,481.0,300.0,402.0,35252.0,14402.0,43394.0,1136.0,15645.0,3994.0,10228.0,4467.0,11733.0,0.4107,11000.0,11500.0,12500.0
2018,University of California-Irvine,001314,0.3771,0.3687,0.4212,0.3464,14429.0,13979.0,15000.0,13900.0,15000.0,0.1341,0.0206,0.2604,0.3582,0.0008,0.003,0.0415,0.1699,0.0115,0.4861,0.5139,18.0,0.0086,0.0022,0.218,0.0213,0.0558,0.0011,0.136,0.0258,0.5311,0.4045,0.5955,30865.0,14604.0,9178.0,10423.0,14072.0,21023.0,28755.0,1227.0,707.0,618.0,367.0,536.0,32985.0,13700.0,42692.0,1363.0,15263.0,3935.0,12424.0,4968.0,11203.0,0.2876,13870.0,13765.0,15000.0
2018,University of California-Los Angeles,001315,0.2908,0.3075,0.3382,0.3169,14000.0,13500.0,14948.0,13500.0,15000.0,0.266,0.0342,0.2216,0.2795,0.0021,0.0026,0.055,0.1155,0.0236,0.4217,0.5783,18.0,0.0068,0.0021,0.2123,0.0272,0.0558,0.0008,0.1571,0.0441,0.4938,0.3942,0.6058,33160.0,14171.0,8636.0,9619.0,12786.0,19323.0,28665.0,900.0,425.0,390.0,263.0,421.0,33654.0,13226.0,42218.0,1450.0,15816.0,4128.0,13808.0,4772.0,11673.0,0.1404,12986.0,14000.0,15000.0
2018,University of California-Riverside,001316,0.5019,0.489,0.5386,0.475,15489.0,15500.0,15000.0,15000.0,17000.0,0.1142,0.0391,0.4103,0.3432,0.0016,0.0041,0.0394,0.0371,0.011,0.4579,0.5421,21.0,0.0102,0.0059,0.1068,0.0278,0.0541,0.0,0.3614,0.0351,0.3987,0.3702,0.6298,21540.0,12743.0,7817.0,9188.0,12215.0,18808.0,27948.0,1201.0,623.0,580.0,336.0,421.0,32843.0,13827.0,42819.0,1404.0,16017.0,3994.0,10618.0,4751.0,11252.0,0.5057,15319.0,15113.0,16430.0
2018,University of California-San Diego,001317,0.3609,0.3785,0.3629,0.3554,15000.0,15401.0,14500.0,15000.0,15000.0,0.194,0.0161,0.2012,0.3385,0.0009,0.0029,0.0465,0.1845,0.0156,0.5018,0.4982,19.0,0.0012,0.0024,0.1622,0.0151,0.0572,0.001,0.2334,0.0214,0.506,0.3725,0.6275,30143.0,13318.0,8452.0,9674.0,12898.0,19247.0,27508.0,1058.0,569.0,485.0,319.0,390.0,31891.0,14167.0,43159.0,1102.0,13651.0,3918.0,13215.0,4626.0,11418.0,0.3006,14500.0,15500.0,15000.0
2018,University of California-San Francisco,001319,,,,,,,,,,,,,,,,,,,,,,0.0106,0.0024,0.2372,0.0229,0.05,0.0012,0.1892,0.0282,0.4583,0.5024,0.4976,,,,,,,,,,,,,,,,,,,,,,,,,
2018,University of California-Santa Barbara,001320,0.3197,0.3609,0.3707,0.3452,13000.0,13000.0,13000.0,13000.0,12500.0,0.3066,0.0207,0.261,0.179,0.0012,0.001,0.0823,0.1234,0.0247,0.4559,0.5441,22.0,0.0055,0.0062,0.0831,0.0159,0.0589,0.0007,0.205,0.0713,0.5533,0.3781,0.6219,23559.0,16236.0,10733.0,11760.0,14984.0,21096.0,31436.0,761.0,384.0,328.0,227.0,343.0,35987.0,14391.0,43383.0,1157.0,15673.0,5438.0,12370.0,5808.0,12807.0,0.322,12500.0,13464.0,13000.0
2018,University of California-Santa Cruz,001321,0.3043,0.4006,0.3725,0.4232,15000.0,16394.0,13000.0,15500.0,14500.0,0.3035,0.019,0.276,0.2231,0.0008,0.0016,0.0803,0.0783,0.0174,0.516,0.484,19.0,0.0065,0.0109,0.1242,0.0207,0.085,0.0022,0.134,0.0403,0.5763,0.4325,0.5675,18534.0,17699.0,10601.0,11927.0,15559.0,22969.0,32852.0,598.0,342.0,378.0,258.0,374.0,35982.0,13960.0,42952.0,1089.0,16448.0,4720.0,12757.0,5102.0,12182.0,0.4737,16157.0,15500.0,14000.0
2018,University of California-Merced,041271,0.6651,0.5044,0.6434,0.478,12000.0,11869.0,14750.0,12000.0,14650.0,0.0963,0.045,0.543,0.1941,0.0013,0.0065,0.0321,0.0766,0.0051,0.4837,0.5163,20.0,0.0172,0.0022,0.1336,0.0108,0.1228,0.0,0.1616,0.0625,0.4892,0.4418,0.5582,7783.0,12253.0,9043.0,10506.0,13891.0,19060.0,28341.0,795.0,380.0,380.0,140.0,102.0,34517.0,13538.0,42530.0,1006.0,16814.0,4305.0,8318.0,4827.0,11695.0,0.6617,12000.0,11000.0,15100.0
2019,University of California-Berkeley,001312,0.2283,0.2264,0.2668,0.2176,12390.0,12034.0,12972.0,12007.0,12828.0,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,0.4604,0.5396,19.0,0.0119,0.0009,0.1268,0.0238,0.0479,0.0003,0.2224,0.0548,0.5111,0.3893,0.6107,32700.0,15329.0,8392.0,9130.0,13081.0,21401.0,32504.0,664.0,363.0,322.0,179.0,378.0,37852.0,14253.0,44007.0,870.0,19105.0,5148.0,14771.0,5359.0,13025.0,0.1625,11952.0,11777.0,13000.0
2019,University of California-Davis,001313,0.3189,0.2965,0.3666,0.3027,11500.0,11002.0,12207.0,11000.0,12500.0,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,0.3928,0.6072,20.0,0.0076,0.0025,0.169,0.0166,0.0599,0.0,0.1613,0.0405,0.5426,0.4462,0.5538,32863.0,14669.0,9842.0,10769.0,13578.0,17622.0,29734.0,960.0,547.0,516.0,324.0,423.0,34752.0,14495.0,44249.0,1158.0,15775.0,4507.0,10588.0,4856.0,12360.0,0.3887,11000.0,11300.0,12790.0
2019,University of California-Irvine,001314,0.3354,0.3217,0.3999,0.3202,14390.0,13933.0,15000.0,13700.0,15000.0,0.133,0.0199,0.2572,0.3606,0.0007,0.0025,0.0442,0.1703,0.0117,0.4786,0.5214,18.0,0.0087,0.0038,0.2279,0.0239,0.0569,0.001,0.1453,0.0305,0.5019,0.4204,0.5796,31386.0,14783.0,9558.0,10373.0,13648.0,19851.0,29841.0,923.0,555.0,491.0,341.0,405.0,33325.0,13727.0,43481.0,1390.0,16135.0,4111.0,12861.0,5184.0,11633.0,0.2654,13700.0,14000.0,15000.0
2019,University of California-Los Angeles,001315,0.2561,0.2695,0.3188,0.2929,14035.0,13830.0,14667.0,13549.0,14975.0,0.264,0.0337,0.2239,0.2787,0.0023,0.0023,0.0594,0.1104,0.0253,0.416,0.584,18.0,0.0087,0.0025,0.2106,0.029,0.0587,0.0011,0.1741,0.0409,0.4744,0.4038,0.5962,33703.0,14279.0,8553.0,9254.0,13081.0,19590.0,28745.0,754.0,388.0,373.0,237.0,377.0,34366.0,13240.0,42994.0,1463.0,16625.0,4465.0,14303.0,5126.0,12256.0,0.1232,13012.0,14071.0,15000.0
2019,University of California-Riverside,001316,0.5099,0.4521,0.5284,0.4496,15045.0,15018.0,15197.0,15000.0,16227.0,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,0.4606,0.5394,22.0,0.0126,0.0063,0.1746,0.0335,0.0649,0.0,0.2263,0.0398,0.442,0.3799,0.6201,22286.0,12871.0,8366.0,9151.0,12290.0,18395.0,27805.0,1147.0,671.0,538.0,338.0,409.0,33368.0,13853.0,43607.0,1436.0,16082.0,4016.0,10986.0,4792.0,11512.0,0.5652,14500.0,15500.0,15787.0
2019,University of California-San Diego,001317,0.3449,0.3217,0.3652,0.3197,14988.0,15000.0,14500.0,14800.0,15000.0,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,19.0,0.0021,0.0026,0.1711,0.0161,0.0589,0.0007,0.2194,0.0203,0.5088,0.384,0.616,31840.0,14232.0,9280.0,9974.0,14071.0,20205.0,28058.0,1126.0,620.0,580.0,354.0,448.0,32434.0,14415.0,44169.0,1128.0,14271.0,4035.0,13681.0,4760.0,11779.0,0.3148,14667.0,15000.0,15000.0
