year,cc_ftft_pell_rate,cc_ftft_fedloan_rate,cc_pell_rate,cc_fedloan_rate,cc_ug_enroll_12m,cc_coa_ay,cc_name
2020,0.6066,0.0035,0.3583,0.0035,15302.0,19055.0,MERCED
2021,0.56,0.0018,0.2926,0.0022,14638.0,19487.0,MERCED
2022,0.5403,0.001,0.3075,0.0034,13886.0,12436.0,MERCED
2023,0.5817,0.0041,0.3339,0.0054,14859.0,12722.0,MERCED
2012,0.6788,0.0424,0.2372,0.022,10222.0,15400.0,MERRITT
2013,0.6424,0.0848,0.2235,0.0417,10276.0,15651.0,MERRITT
2014,0.5342,0.0932,0.2397,0.0443,10148.0,15643.0,MERRITT
2015,0.6409,0.0545,0.2664,0.0395,10610.0,13843.0,MERRITT
2016,0.5048,0.0192,0.2184,0.0289,10948.0,15172.0,MERRITT
2017,0.4886,0.0568,0.1861,0.0178,11467.0,16019.0,MERRITT
2018,0.6034,0.0279,0.1869,0.0134,11674.0,15569.0,MERRITT
2019,0.4091,0.0045,0.1534,0.0097,12264.0,16953.0,MERRITT
2020,0.4444,0.0089,0.1402,0.0085,11371.0,18713.0,MERRITT
2021,0.22,0.0,0.0988,0.0033,10716.0,20217.0,MERRITT
2022,0.2333,0.0083,0.0946,0.0024,10948.0,21122.0,MERRITT
2023,0.378,0.0079,0.0936,0.0034,11059.0,22559.0,MERRITT
2012,0.2165,0.0184,0.0985,0.0125,21722.0,9288.0,MIRACOSTA
2013,0.253,0.0264,0.1202,0.0165,21751.0,9338.0,MIRACOSTA
2014,0.2862,0.0217,0.15,0.0194,21194.0,11241.0,MIRACOSTA
2015,0.42,0.028,0.2698,0.0194,21187.0,12129.0,MIRACOSTA
2016,0.3924,0.0198,0.2569,0.024,21745.0,10754.0,MIRACOSTA
2017,0.397,0.0141,0.2565,0.0263,21028.0,8559.0,MIRACOSTA
2018,0.4119,0.0137,0.2661,0.0245,20677.0,10578.0,MIRACOSTA
2019,0.4321,0.0076,0.2933,0.0216,19622.0,9082.0,MIRACOSTA
2020,0.396,0.0079,0.278,0.0178,18710.0,11676.0,MIRACOSTA
2021,0.3466,0.0083,0.249,0.0161,18204.0,12359.0,MIRACOSTA
2022,0.3759,0.0098,0.2478,0.0168,16847.0,13016.0,MIRACOSTA
2023,0.4343,0.0168,0.2724,0.0217,16640.0,15713.0,MIRACOSTA
2012,0.4965,0.0071,0.2624,0.0136,16238.0,13078.0,MISSION
2013,0.4713,0.0048,0.2534,0.0078,15600.0,13876.0,MISSION
2014,0.3914,0.0054,0.2413,0.0048,14621.0,13665.0,MISSION
2015,0.3675,0.0066,0.2328,0.0076,13761.0,14449.0,MISSION
2016,0.4132,0.0122,0.2065,0.0104,13755.0,15052.0,MISSION
2017,0.2892,0.0062,0.1849,0.0075,12990.0,15181.0,MISSION
2018,0.2177,0.0,0.1857,0.0065,12500.0,15287.0,MISSION
2019,0.3701,0.0,0.1656,0.0037,12435.0,12395.0,MISSION
2020,0.3631,0.0054,0.1657,0.0044,11514.0,11905.0,MISSION
2021,0.3091,0.0,0.1432,0.0025,11314.0,13216.0,MISSION
2022,0.3872,0.0038,0.1628,0.0025,10043.0,13477.0,MISSION
2023,0.338,0.0028,0.1622,0.0035,10088.0,15047.0,MISSION
2012,0.5771,0.0,0.3932,0.0,23056.0,12672.0,MODESTO JUNIOR
2013,0.5717,0.0,0.3901,0.0,22233.0,12734.0,MODESTO JUNIOR
2014,0.5879,0.0,0.4141,0.0,23093.0,13569.0,MODESTO JUNIOR
2015,0.5755,0.0,0.4061,0.0,24107.0,14023.0,MODESTO JUNIOR
2016,0.567,0.0,0.3789,0.0,24227.0,14839.0,MODESTO JUNIOR
2017,0.5441,0.0,0.3751,0.0,24303.0,14942.0,MODESTO JUNIOR
2018,0.5312,0.0,0.3791,0.0,24387.0,15099.0,MODESTO JUNIOR
2019,0.5024,0.0,0.344,0.0,24881.0,16844.0,MODESTO JUNIOR
2020,0.4823,0.0,0.3458,0.0015,25509.0,18505.0,MODESTO JUNIOR
2021,0.3388,0.0,0.2984,0.0001,22463.0,18817.0,MODESTO JUNIOR
2022,0.3199,0.0,0.2794,0.001,22655.0,19523.0,MODESTO JUNIOR
2023,0.3848,0.0009,0.2617,0.0022,23598.0,14769.0,MODESTO JUNIOR
2012,0.4066,0.0584,0.1451,0.0262,18484.0,13821.0,MONTEREY PENINSULA
2013,0.385,0.0474,0.1298,0.0239,17916.0,12092.0,MONTEREY PENINSULA
2014,0.4296,0.0777,0.1374,0.0221,14858.0,13450.0,MONTEREY PENINSULA
2015,0.4052,0.0293,0.1844,0.0215,13660.0,11819.0,MONTEREY PENINSULA
2016,0.4236,0.0278,0.1688,0.0167,12729.0,10718.0,MONTEREY PENINSULA
2017,0.441,0.0226,0.1858,0.0174,14087.0,12373.0,MONTEREY PENINSULA
2018,0.4222,0.0278,0.2036,0.0177,12329.0,14342.0,MONTEREY PENINSULA
2019,0.3798,0.0165,0.1806,0.0147,12220.0,16679.0,MONTEREY PENINSULA
2020,0.4278,0.0221,0.1895,0.0135,11550.0,18472.0,MONTEREY PENINSULA
2021,0.3758,0.0062,0.17,0.0095,11322.0,17963.0,MONTEREY PENINSULA
2022,0.3563,0.0098,0.1782,0.0073,10426.0,16367.0,MONTEREY PENINSULA
2023,0.4268,0.0183,0.194,0.0116,10180.0,21993.0,MONTEREY PENINSULA
2012,0.2388,0.025,0.1774,0.0322,21394.0,8548.0,MOORPARK
2013,0.2337,0.0175,0.1756,0.0281,18580.0,8400.0,MOORPARK
2014,0.2608,0.0213,0.1777,0.0184,18644.0,8631.0,MOORPARK
2015,0.2801,0.0221,0.1996,0.0215,18968.0,8426.0,MOORPARK
2016,0.2645,0.012,0.1923,0.019,19571.0,8577.0,MOORPARK
2017,0.2559,0.0143,0.1864,0.0163,19661.0,8800.0,MOORPARK
2018,0.2817,0.0059,0.1859,0.013,20160.0,8543.0,MOORPARK
2019,0.2716,0.0084,0.1734,0.0127,20190.0,9372.0,MOORPARK
2020,0.2732,0.0057,0.1756,0.0116,20631.0,9365.0,MOORPARK
2021,0.2652,0.0027,0.1524,0.0066,21795.0,9520.0,MOORPARK
2022,0.271,0.0057,0.1862,0.008,19768.0,8302.0,MOORPARK
2023,0.3094,0.002,0.1874,0.0093,19526.0,9685.0,MOORPARK
2012,0.5845,0.0458,0.2616,0.0224,16032.0,11708.0,MORENO VALLEY
2013,0.4931,0.0345,0.2426,0.024,14477.0,12112.0,MORENO VALLEY
2014,0.5538,0.0256,0.2887,0.0238,12979.0,12553.0,MORENO VALLEY
2015,0.6165,0.0148,0.3222,0.0208,13080.0,13227.0,MORENO VALLEY
2016,0.6178,0.0097,0.3094,0.0185,13708.0,12650.0,MORENO VALLEY
2017,0.5575,0.0077,0.2705,0.016,14581.0,12434.0,MORENO VALLEY
2018,0.5814,0.0071,0.2678,0.0138,15462.0,12395.0,MORENO VALLEY
2019,0.582,0.0072,0.2581,0.0126,15952.0,12846.0,MORENO VALLEY
2020,0.5496,0.0035,0.2434,0.0074,16634.0,13773.0,MORENO VALLEY
2021,0.4793,0.0079,0.2255,0.0052,14624.0,11315.0,MORENO VALLEY
2022,0.5289,0.0,0.2337,0.0053,12781.0,12493.0,MORENO VALLEY
2023,0.553,0.0052,0.2047,0.0078,15329.0,12024.0,MORENO VALLEY
2012,0.5,0.0103,0.3613,0.0165,36309.0,9677.0,MT SAN ANTONIO
2013,0.5441,0.0059,0.3862,0.0159,35969.0,9243.0,MT SAN ANTONIO
2014,0.5414,0.007,0.378,0.0111,36770.0,9280.0,MT SAN ANTONIO
2015,0.5373,0.0059,0.3793,0.0097,37771.0,9329.0,MT SAN ANTONIO
2016,0.4878,0.0023,0.3679,0.0082,37803.0,9758.0,MT SAN ANTONIO
2017,0.45,0.0063,0.3331,0.0076,38461.0,10109.0,MT SAN ANTONIO
2018,0.4693,0.0047,0.3426,0.0065,39512.0,10161.0,MT SAN ANTONIO
2019,0.4091,0.0018,0.2979,0.0057,39020.0,9759.0,MT SAN ANTONIO
2020,0.4512,0.0056,0.3392,0.0057,40068.0,10825.0,MT SAN ANTONIO
2021,0.4326,0.0025,0.313,0.0037,39214.0,11578.0,MT SAN ANTONIO
2022,0.4775,0.0027,0.3272,0.0054,36680.0,11499.0,MT SAN ANTONIO
2023,0.4921,0.0059,0.3422,0.0086,36662.0,12077.0,MT SAN ANTONIO
2012,0.5918,0.0,0.341,0.0,19410.0,11978.0,MT SAN JACINTO
2013,0.5975,0.0,0.3641,0.0,17858.0,11952.0,MT SAN JACINTO
2014,0.5981,0.0,0.4014,0.0,18055.0,11843.0,MT SAN JACINTO
2015,0.596,0.0,0.4054,0.0,19219.0,11482.0,MT SAN JACINTO
2016,0.5198,0.0,0.371,0.0,20233.0,11634.0,MT SAN JACINTO
2017,0.5104,0.0,0.3523,0.0,20697.0,11710.0,MT SAN JACINTO
2018,0.5109,0.0,0.3446,0.0,20992.0,11773.0,MT SAN JACINTO
2019,0.4635,0.0,0.3168,0.0,21317.0,12404.0,MT SAN JACINTO
2020,0.5068,0.0,0.3403,0.0,21606.0,12865.0,MT SAN JACINTO
2021,0.3839,0.0,0.2728,0.0004,19172.0,12543.0,MT SAN JACINTO
2022,0.4769,0.0007,0.3237,0.0021,19567.0,12680.0,MT SAN JACINTO
2023,0.4965,0.0032,0.3319,0.0059,21870.0,15091.0,MT SAN JACINTO
2012,0.496,0.0101,0.2715,0.022,8949.0,14974.0,NAPA VALLEY
2013,0.403,0.0042,0.2667,0.0199,8395.0,15178.0,NAPA VALLEY
2014,0.4277,0.0059,0.254,0.0165,8673.0,15445.0,NAPA VALLEY
2015,0.3792,0.0093,0.2447,0.0146,9011.0,16165.0,NAPA VALLEY
2016,0.3128,0.007,0.2161,0.013,8951.0,17068.0,NAPA VALLEY
2017,0.3022,0.0051,0.2074,0.012,8590.0,17453.0,NAPA VALLEY
2018,0.3949,0.0064,0.2001,0.0094,8379.0,18168.0,NAPA VALLEY
2019,0.2923,0.0125,0.1859,0.0089,7568.0,19232.0,NAPA VALLEY
2020,0.3678,0.0032,0.2038,0.0078,7382.0,20895.0,NAPA VALLEY
2021,0.2577,0.0054,0.187,0.0061,6683.0,20220.0,NAPA VALLEY
2022,0.3513,0.0,0.1888,0.0049,6459.0,20412.0,NAPA VALLEY
2023,0.295,0.0,0.1905,0.0047,6216.0,21563.0,NAPA VALLEY
2012,0.3816,0.0046,0.2066,0.0114,13909.0,10447.0,NORCO
2013,0.3774,0.0168,0.1959,0.012,13189.0,12619.0,NORCO
2014,0.4159,0.0129,0.2167,0.0141,13469.0,11815.0,NORCO
2015,0.4896,0.0156,0.2612,0.0145,13461.0,12092.0,NORCO
2016,0.4738,0.0149,0.2414,0.0109,13771.0,12212.0,NORCO
2017,0.4461,0.0044,0.2268,0.0092,14422.0,11429.0,NORCO
2018,0.4739,0.0032,0.2327,0.009,15149.0,12031.0,NORCO
2019,0.4157,0.0133,0.2055,0.0078,15935.0,12612.0,NORCO
2020,0.4098,0.0039,0.1923,0.0068,17543.0,13844.0,NORCO
2021,0.3748,0.0017,0.1773,0.0038,15560.0,12201.0,NORCO
2022,0.4026,0.0,0.1705,0.0025,13726.0,10911.0,NORCO
2023,0.3726,0.0034,0.157,0.0034,15592.0,12749.0,NORCO
2012,0.3183,0.0264,0.1498,0.0166,15841.0,14551.0,OHLONE
2013,0.3182,0.0099,0.1612,0.0155,16414.0,16039.0,OHLONE
2014,0.3019,0.0103,0.1618,0.013,16269.0,16227.0,OHLONE
2015,0.28,0.0077,0.1416,0.0099,17203.0,15817.0,OHLONE
2016,0.2317,0.0026,0.1475,0.0089,16861.0,16547.0,OHLONE
2017,0.2293,0.0038,0.1445,0.008,17232.0,16933.0,OHLONE
2018,0.25,0.0,0.1548,0.0072,15318.0,16540.0,OHLONE
2019,0.2515,0.0037,0.1336,0.006,15843.0,16534.0,OHLONE
2020,0.2484,0.0013,0.1384,0.0047,14172.0,17095.0,OHLONE
2021,0.2423,0.0014,0.1173,0.0051,17402.0,16828.0,OHLONE
2022,0.2175,0.0,0.1034,0.0036,16743.0,17992.0,OHLONE
2023,0.2422,0.0014,0.1127,0.0064,15883.0,22906.0,OHLONE
2012,0.3932,0.031,0.2112,0.0253,29351.0,15933.0,ORANGE COAST
2013,0.3721,0.0222,0.1957,0.02,26742.0,16053.0,ORANGE COAST
2014,0.3826,0.0243,0.2355,0.0197,28052.0,15882.0,ORANGE COAST
2015,0.4174,0.0246,0.2632,0.0229,28517.0,15862.0,ORANGE COAST
2016,0.3876,0.0198,0.2486,0.0228,29075.0,15303.0,ORANGE COAST
2017,0.3775,0.0273,0.2352,0.0262,28696.0,10764.0,ORANGE COAST
2018,0.3422,0.0147,0.2252,0.0203,29007.0,11524.0,ORANGE COAST
2019,0.3228,0.016,0.2084,0.0191,27475.0,11120.0,ORANGE COAST
2020,0.3481,0.013,0.224,0.0166,26285.0,11715.0,ORANGE COAST
2021,0.3405,0.0199,0.2073,0.0153,24663.0,12400.0,ORANGE COAST
2022,0.3704,0.0126,0.2375,0.0138,22807.0,11863.0,ORANGE COAST
2023,0.3592,0.0174,0.2358,0.0156,22363.0,13191.0,ORANGE COAST
2012,0.7303,0.0,0.3959,0.0,10417.0,9562.0,OXNARD
2013,0.7038,0.0,0.3531,0.0,10346.0,9496.0,OXNARD
2014,0.6743,0.0,0.3417,0.0,10446.0,9523.0,OXNARD
2015,0.7077,0.0,0.344,0.0,10801.0,8893.0,OXNARD
2016,0.6532,0.0,0.334,0.0,10917.0,8516.0,OXNARD
2017,0.6112,0.0,0.3138,0.0,11145.0,9000.0,OXNARD
2018,0.6395,0.0,0.3358,0.0,11162.0,8458.0,OXNARD
2019,0.6208,0.006,0.3393,0.0049,10912.0,9146.0,OXNARD
2020,0.6187,0.0014,0.36,0.0082,11073.0,9662.0,OXNARD
2021,0.6148,0.0019,0.3244,0.0071,11051.0,9504.0,OXNARD
2022,0.64,0.002,0.3319,0.0085,10459.0,8129.0,OXNARD
2023,0.636,0.0069,0.3547,0.009,10332.0,9317.0,OXNARD
2012,0.7037,0.0,0.0969,0.0,4715.0,12926.0,PALO VERDE
2013,0.625,0.0,0.1148,0.0,5123.0,12973.0,PALO VERDE
2014,0.7419,0.0,0.0947,0.0,5119.0,15042.0,PALO VERDE
2015,0.5116,0.0,0.0842,0.0,5866.0,17585.0,PALO VERDE
2016,0.4865,0.0,0.0544,0.0,7158.0,15185.0,PALO VERDE
2017,0.5246,0.0,0.0575,0.0,6445.0,14514.0,PALO VERDE
2018,0.5556,0.0,0.0574,0.0,6809.0,14670.0,PALO VERDE
2019,0.4848,0.0,0.0563,0.0,6422.0,14613.0,PALO VERDE
2020,0.525,0.0,0.0491,0.0,6962.0,17656.0,PALO VERDE
2021,0.2286,0.0,0.0327,0.0,5121.0,17798.0,PALO VERDE
2022,0.3898,0.0,0.0489,0.0,5943.0,20851.0,PALO VERDE
2023,0.4444,0.0,0.0639,0.0,6354.0,21205.0,PALO VERDE
2012,0.3291,0.0198,0.1508,0.0146,35407.0,11131.0,PALOMAR
2013,0.3252,0.0154,0.1577,0.0162,33985.0,11077.0,PALOMAR
2014,0.3674,0.0163,0.1685,0.0124,34723.0,9836.0,PALOMAR
2015,0.3588,0.0084,0.1618,0.0092,35507.0,9772.0,PALOMAR
2016,0.3874,0.0079,0.1705,0.0092,34340.0,10204.0,PALOMAR
2017,0.3645,0.0139,0.1614,0.0088,35444.0,9909.0,PALOMAR
2018,0.3935,0.0035,0.1709,0.0068,35282.0,11440.0,PALOMAR
2019,0.3433,0.0043,0.1655,0.007,34820.0,11471.0,PALOMAR
2020,0.3657,0.0063,0.1834,0.0069,34019.0,13033.0,PALOMAR
2021,0.3287,0.0026,0.1642,0.0047,29594.0,11680.0,PALOMAR
2022,0.3091,0.0024,0.1646,0.0054,26222.0,13866.0,PALOMAR
2023,0.3548,0.0051,0.1716,0.0065,25877.0,13997.0,PALOMAR
2012,0.5092,0.0235,0.2876,0.0155,32765.0,11279.0,PASADENA CITY
2013,0.4409,0.0166,0.2808,0.0126,29025.0,11751.0,PASADENA CITY
2014,0.4065,0.0105,0.2918,0.0106,34050.0,11564.0,PASADENA CITY
2015,0.5239,0.0102,0.2849,0.0064,36212.0,11819.0,PASADENA CITY
2016,0.5008,0.0091,0.2866,0.0103,36283.0,11958.0,PASADENA CITY
2017,0.4388,0.0068,0.3025,0.008,38096.0,13623.0,PASADENA CITY
2018,0.4635,0.0036,0.3116,0.0063,37252.0,12350.0,PASADENA CITY
2019,0.4362,0.0038,0.2859,0.0067,36788.0,11246.0,PASADENA CITY
2020,0.4813,0.0033,0.3106,0.006,37129.0,11386.0,PASADENA CITY
2021,0.4402,0.0022,0.2872,0.0047,35760.0,12197.0,PASADENA CITY
2022,0.456,0.0017,0.2858,0.0036,31175.0,9773.0,PASADENA CITY
2023,0.4691,0.0033,0.2995,0.0064,30357.0,12166.0,PASADENA CITY
2012,0.7961,0.0,0.5341,0.0,5892.0,8265.0,PORTERVILLE
2013,0.7315,0.0,0.5259,0.0,5224.0,9019.0,PORTERVILLE
2014,0.7298,0.0,0.5559,0.0,5027.0,8881.0,PORTERVILLE
2015,0.7044,0.0,0.5634,0.0,5141.0,9162.0,PORTERVILLE
2016,0.7294,0.0,0.5277,0.0,5322.0,9734.0,PORTERVILLE
2017,0.7208,0.0,0.4656,0.0,5533.0,8127.0,PORTERVILLE
2018,0.6895,0.0,0.4711,0.0,5284.0,11912.0,PORTERVILLE
2019,0.7366,0.0,0.4749,0.0,5571.0,10878.0,PORTERVILLE
2020,0.7647,0.0,0.4598,0.0,5880.0,11968.0,PORTERVILLE
2021,0.6551,0.0,0.3681,0.0,5347.0,12278.0,PORTERVILLE
2022,0.6394,0.003,0.3585,0.0008,5062.0,13336.0,PORTERVILLE
2023,0.681,0.0,0.3584,0.001,5624.0,12522.0,PORTERVILLE
2012,0.5238,0.0244,0.3244,0.0212,19367.0,9565.0,REEDLEY
2013,0.5233,0.003,0.3128,0.0008,17931.0,10026.0,REEDLEY
2014,0.5102,0.0193,0.3114,0.0153,18452.0,9482.0,REEDLEY
2015,0.5106,0.0293,0.3007,0.0152,20697.0,9339.0,REEDLEY
2016,0.6153,0.0325,0.3462,0.013,16076.0,9655.0,REEDLEY
2017,0.668,0.0298,0.3348,0.0108,15471.0,9526.0,REEDLEY
2018,0.6147,0.0305,0.3198,0.0097,16612.0,10154.0,REEDLEY
2019,0.6056,0.0182,0.288,0.0088,18167.0,10922.0,REEDLEY
2020,0.6222,0.0107,0.2997,0.0058,19189.0,12717.0,REEDLEY
2021,0.5331,0.011,0.2731,0.0028,12578.0,12373.0,REEDLEY
2022,0.6323,0.0212,0.2931,0.0054,10784.0,11996.0,REEDLEY
2023,0.6785,0.0089,0.2821,0.0057,12583.0,11413.0,REEDLEY
2012,0.6754,0.0103,0.2831,0.0119,29281.0,10788.0,RIO HONDO
2013,0.6401,0.0072,0.285,0.0075,26490.0,10894.0,RIO HONDO
2014,0.6401,0.0072,0.285,0.0075,24815.0,10902.0,RIO HONDO
2015,0.6516,0.0081,0.2838,0.0062,26430.0,11207.0,RIO HONDO
2016,0.5761,0.0091,0.2477,0.0054,28014.0,11991.0,RIO HONDO
2017,0.6123,0.005,0.2382,0.0041,28704.0,11702.0,RIO HONDO
2018,0.632,0.0009,0.2381,0.0029,30334.0,11660.0,RIO HONDO
2019,0.5861,0.0008,0.2301,0.0028,30796.0,11985.0,RIO HONDO
2020,0.5622,0.0021,0.2411,0.003,27852.0,12245.0,RIO HONDO
2021,0.4489,0.0009,0.2162,0.0024,23737.0,12763.0,RIO HONDO
2022,0.5263,0.0036,0.2299,0.0033,22401.0,11678.0,RIO HONDO
2023,0.5789,0.0038,0.2385,0.0048,24751.0,19308.0,RIO HONDO
2012,0.5144,0.0259,0.3353,0.0256,27237.0,11676.0,RIVERSIDE CITY
2013,0.501,0.0184,0.3218,0.0265,25731.0,12403.0,RIVERSIDE CITY
2014,0.5284,0.0204,0.3363,0.0213,27033.0,12204.0,RIVERSIDE CITY
2015,0.5618,0.0178,0.3429,0.0183,27143.0,13146.0,RIVERSIDE CITY
2016,0.5403,0.0182,0.3225,0.0172,27802.0,12578.0,RIVERSIDE CITY
2017,0.5049,0.0123,0.3101,0.0171,29504.0,12523.0,RIVERSIDE CITY
2018,0.5203,0.0141,0.3138,0.0153,30088.0,13263.0,RIVERSIDE CITY
2019,0.5078,0.0197,0.3107,0.0154,30458.0,12376.0,RIVERSIDE CITY
2020,0.5398,0.0074,0.3283,0.0125,30872.0,13890.0,RIVERSIDE CITY
2021,0.47,0.0023,0.2961,0.0073,29264.0,12940.0,RIVERSIDE CITY
2022,0.4815,0.0028,0.31,0.0067,26542.0,11778.0,RIVERSIDE CITY
2023,0.5406,0.0043,0.329,0.0088,28081.0,12427.0,RIVERSIDE CITY
2012,0.6086,0.0992,0.2695,0.0622,36069.0,11641.0,SACRAMENTO CITY
2013,0.5677,0.0647,0.2649,0.0554,34855.0,12334.0,SACRAMENTO CITY
2014,0.5812,0.0591,0.2712,0.0502,33406.0,12509.0,SACRAMENTO CITY
2015,0.5292,0.0436,0.2568,0.0413,33292.0,13185.0,SACRAMENTO CITY
2016,0.4783,0.0262,0.2436,0.0346,32814.0,14372.0,SACRAMENTO CITY
2017,0.4785,0.0421,0.2419,0.037,32072.0,12587.0,SACRAMENTO CITY
2018,0.4979,0.0414,0.2401,0.0365,31936.0,12575.0,SACRAMENTO CITY
2019,0.4836,0.0343,0.2437,0.0392,31490.0,12093.0,SACRAMENTO CITY
2020,0.5304,0.0282,0.2676,0.0381,30975.0,12766.0,SACRAMENTO CITY
2021,0.4637,0.0167,0.251,0.0329,30416.0,13642.0,SACRAMENTO CITY
2022,0.5128,0.0152,0.2618,0.0353,28801.0,12894.0,SACRAMENTO CITY
2023,0.4955,0.0335,0.2503,0.041,28021.0,13062.0,SACRAMENTO CITY
2012,0.2193,0.0294,0.1257,0.0241,35011.0,15588.0,SADDLEBACK
2013,0.22,0.0193,0.1401,0.0195,33972.0,14954.0,SADDLEBACK
2014,0.2444,0.0231,0.1513,0.0202,32604.0,15171.0,SADDLEBACK
2015,0.2373,0.022,0.1632,0.02,31226.0,17068.0,SADDLEBACK
2016,0.2387,0.0253,0.1664,0.0186,30330.0,13578.0,SADDLEBACK
2017,0.2073,0.0126,0.1435,0.0156,30775.0,14031.0,SADDLEBACK
2018,0.1946,0.0139,0.1223,0.0136,31229.0,13605.0,SADDLEBACK
2019,0.1747,0.0115,0.1154,0.011,31495.0,11914.0,SADDLEBACK
2020,0.2301,0.009,0.1331,0.0079,33140.0,13237.0,SADDLEBACK
2021,0.2105,0.0095,0.1275,0.0062,30831.0,13443.0,SADDLEBACK
2022,0.2513,0.0044,0.144,0.0084,28892.0,11746.0,SADDLEBACK
2023,0.2633,0.0085,0.1532,0.0124,28742.0,11792.0,SADDLEBACK
2012,0.5394,0.0049,0.2875,0.0008,16565.0,11843.0,SAN BERNARDINO VALLEY
